order_id,product_id,add_to_cart_order,reordered,special,user_id,store_id,distance,order_number,order_dow,order_hour_of_day,days_since_prior_order
9649,27966,15,1,0,131093,8,0.5445701401305681,72,6,21,2.0
9649,47209,17,1,0,131093,8,0.5445701401305681,72,6,21,2.0
9649,27104,24,1,0,131093,8,0.5445701401305681,72,6,21,2.0
9804,22935,1,1,50,175729,9,1.1718211671166985,8,0,18,4.0
9804,35951,3,1,0,175729,9,1.1718211671166985,8,0,18,4.0
9804,13176,4,1,0,175729,9,1.1718211671166985,8,0,18,4.0
9804,21137,5,1,0,175729,9,1.1718211671166985,8,0,18,4.0
9804,38777,6,0,50,175729,9,1.1718211671166985,8,0,18,4.0
9865,21137,1,1,0,133642,3,2.607886838985768,26,2,14,4.0
10237,43961,11,1,0,174683,6,2.2078637385172373,60,4,15,6.0
10237,37646,12,1,0,174683,6,2.2078637385172373,60,4,15,6.0
10484,8277,6,1,0,181970,9,1.3427354460103094,78,4,13,2.0
10484,21903,7,1,0,181970,9,1.3427354460103094,78,4,13,2.0
10792,39275,4,1,0,169071,9,1.63640938550227,86,4,14,4.0
10792,40706,5,1,0,169071,9,1.63640938550227,86,4,14,4.0
10792,1463,6,1,30,169071,9,1.63640938550227,86,4,14,4.0
10792,30233,8,1,0,169071,9,1.63640938550227,86,4,14,4.0
10792,13176,9,1,0,169071,9,1.63640938550227,86,4,14,4.0
10940,5876,7,1,50,36376,2,0.3291444937210493,44,3,17,7.0
11268,49235,3,1,0,86804,5,2.1697583098391924,60,3,13,2.0
11305,47209,2,1,0,106879,0,1.6843963127092263,14,4,7,2.0
11305,39877,4,1,0,106879,0,1.6843963127092263,14,4,7,2.0
11305,5876,5,1,15,106879,0,1.6843963127092263,14,4,7,2.0
11305,34126,6,1,50,106879,0,1.6843963127092263,14,4,7,2.0
11305,38777,12,1,0,106879,0,1.6843963127092263,14,4,7,2.0
11729,44359,2,1,0,61399,7,0.32304583129164216,91,3,11,2.0
11729,16759,3,1,15,61399,7,0.32304583129164216,91,3,11,2.0
11915,21137,2,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,33198,6,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,13176,12,1,15,108457,8,0.5351297744040137,73,1,15,2.0
11915,19057,15,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,24964,19,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,47626,21,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,35951,22,1,0,108457,8,0.5351297744040137,73,1,15,2.0
11915,27086,23,1,0,108457,8,0.5351297744040137,73,1,15,2.0
12287,13176,1,1,0,157704,2,2.893935445996387,98,1,13,1.0
12611,19678,1,1,0,161343,2,0.2845307152974677,43,1,16,3.0
12611,22935,3,1,0,161343,2,0.2845307152974677,43,1,16,3.0
12611,10749,4,1,0,161343,2,0.2845307152974677,43,1,16,3.0
12611,37646,6,1,0,161343,2,0.2845307152974677,43,1,16,3.0
12611,4920,9,1,0,161343,2,0.2845307152974677,43,1,16,3.0
12654,47209,2,1,0,141290,2,0.5895436662338853,8,1,17,4.0
12654,42265,3,1,0,141290,2,0.5895436662338853,8,1,17,4.0
12670,38689,5,1,15,145454,3,1.211871757316711,71,3,6,7.0
12670,47766,7,1,0,145454,3,1.211871757316711,71,3,6,7.0
12672,4210,2,1,0,106854,5,1.386205895802492,28,5,10,6.0
12711,47209,3,1,0,187609,8,0.939476046077402,64,3,18,1.0
12711,43122,6,1,30,187609,8,0.939476046077402,64,3,18,1.0
13383,24838,1,1,0,149567,7,1.8478352291939868,4,0,14,4.0
13383,21137,2,1,30,149567,7,1.8478352291939868,4,0,14,4.0
13383,17948,3,1,50,149567,7,1.8478352291939868,4,0,14,4.0
13383,47209,4,1,0,149567,7,1.8478352291939868,4,0,14,4.0
13383,24852,8,0,30,149567,7,1.8478352291939868,4,0,14,4.0
13969,24852,17,1,0,70742,6,0.8003960602045533,30,2,17,4.0
13969,47766,18,1,15,70742,6,0.8003960602045533,30,2,17,4.0
13969,47626,19,1,15,70742,6,0.8003960602045533,30,2,17,4.0
14097,17794,1,0,30,141106,3,1.0126155982697616,51,1,15,1.0
14177,27344,3,1,0,174683,7,0.8880234144445002,53,2,13,4.0
14206,44632,5,1,0,141736,0,0.4322186939119364,76,1,10,5.0
14206,35221,6,1,0,141736,0,0.4322186939119364,76,1,10,5.0
14206,27845,9,1,0,141736,0,0.4322186939119364,76,1,10,5.0
14206,49235,11,1,0,141736,0,0.4322186939119364,76,1,10,5.0
14206,30489,12,1,0,141736,0,0.4322186939119364,76,1,10,5.0
14206,35951,13,1,15,141736,0,0.4322186939119364,76,1,10,5.0
14284,47766,1,1,15,129784,0,2.5283495833719867,52,4,13,3.0
14284,35951,3,1,0,129784,0,2.5283495833719867,52,4,13,3.0
14435,49235,6,1,15,118218,5,1.1983834805265408,60,4,10,2.0
14575,6184,3,1,0,57367,5,1.250723567131876,31,3,9,2.0
14575,12341,7,1,0,57367,5,1.250723567131876,31,3,9,2.0
14591,8518,5,1,0,27679,6,2.351455907820365,84,5,8,1.0
14721,27521,1,0,15,47644,2,2.3153250262340297,4,4,7,1.0
14721,22935,2,0,0,47644,2,2.3153250262340297,4,4,7,1.0
14781,38689,2,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,21137,4,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,24852,5,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,37646,6,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,8277,7,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,47209,9,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,19678,10,1,0,71884,4,1.329006768210354,54,2,12,6.0
14781,24489,11,1,15,71884,4,1.329006768210354,54,2,12,6.0
14781,27966,12,1,0,71884,4,1.329006768210354,54,2,12,6.0
15126,24852,4,1,0,107660,8,1.7780769109563714,16,6,8,6.0
15126,5077,5,1,0,107660,8,1.7780769109563714,16,6,8,6.0
15126,16797,7,1,30,107660,8,1.7780769109563714,16,6,8,6.0
15126,49683,9,1,0,107660,8,1.7780769109563714,16,6,8,6.0
15126,43122,11,1,0,107660,8,1.7780769109563714,16,6,8,6.0
15126,17794,25,1,0,107660,8,1.7780769109563714,16,6,8,6.0
15617,19660,1,1,0,185406,5,1.4314024890103223,68,3,9,2.0
15775,37646,8,1,0,174683,8,1.029294003515472,22,5,17,3.0
15836,5785,1,1,0,158697,5,1.292237791597379,18,4,15,6.0
15836,1463,2,1,0,158697,5,1.292237791597379,18,4,15,6.0
15875,35221,2,1,15,141736,2,0.5153433891748151,82,1,9,4.0
15875,44632,5,1,0,141736,2,0.5153433891748151,82,1,9,4.0
15875,49235,9,1,0,141736,2,0.5153433891748151,82,1,9,4.0
15875,30489,10,1,0,141736,2,0.5153433891748151,82,1,9,4.0
15875,35951,11,1,0,141736,2,0.5153433891748151,82,1,9,4.0
16319,24852,1,1,0,156964,6,1.275568932433936,29,1,10,3.0
16319,45066,2,1,30,156964,6,1.275568932433936,29,1,10,3.0
16319,49235,3,1,0,156964,6,1.275568932433936,29,1,10,3.0
16319,34969,5,1,0,156964,6,1.275568932433936,29,1,10,3.0
16319,48679,6,1,0,156964,6,1.275568932433936,29,1,10,3.0
16416,19057,1,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,41950,5,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,35951,7,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,22935,9,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,10749,11,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,21137,12,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,13176,14,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,44359,15,1,0,100916,1,0.8876384628126684,90,2,15,13.0
16416,30391,16,1,15,100916,1,0.8876384628126684,90,2,15,13.0
16678,16797,1,1,0,146147,0,0.4706275007513394,5,3,8,4.0
16678,46979,2,1,0,146147,0,0.4706275007513394,5,3,8,4.0
16678,19057,4,1,30,146147,0,0.4706275007513394,5,3,8,4.0
16678,28842,6,0,50,146147,0,0.4706275007513394,5,3,8,4.0
16678,47766,7,1,15,146147,0,0.4706275007513394,5,3,8,4.0
16678,17794,8,0,0,146147,0,0.4706275007513394,5,3,8,4.0
16678,40706,10,1,0,146147,0,0.4706275007513394,5,3,8,4.0
16678,21903,17,1,0,146147,0,0.4706275007513394,5,3,8,4.0
16678,1463,18,1,0,146147,0,0.4706275007513394,5,3,8,4.0
16894,37646,1,1,30,54831,3,1.1326939970800756,38,4,9,1.0
16894,43122,4,1,0,54831,3,1.1326939970800756,38,4,9,1.0
16894,17794,6,1,0,54831,3,1.1326939970800756,38,4,9,1.0
17337,34126,4,1,0,161343,9,1.006255539359468,39,5,8,2.0
17337,21137,6,1,0,161343,9,1.006255539359468,39,5,8,2.0
17337,3957,8,1,0,161343,9,1.006255539359468,39,5,8,2.0
18163,13176,4,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,5785,5,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,38777,6,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,27966,8,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,19057,9,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,26604,10,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,47209,11,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18163,4920,15,1,0,201248,3,1.0223184008803252,50,3,14,2.0
18212,24852,1,1,15,178107,7,1.4844444327623023,10,3,11,1.0
18212,45066,2,1,30,178107,7,1.4844444327623023,10,3,11,1.0
18212,4210,5,1,15,178107,7,1.4844444327623023,10,3,11,1.0
18212,28199,8,1,0,178107,7,1.4844444327623023,10,3,11,1.0
18356,27966,1,1,0,148917,6,0.6023187279108928,64,1,7,2.0
18570,12341,1,1,30,17884,4,0.3809419920758904,38,2,16,4.0
18570,24852,2,1,0,17884,4,0.3809419920758904,38,2,16,4.0
18570,28204,6,1,0,17884,4,0.3809419920758904,38,2,16,4.0
18570,4920,7,1,0,17884,4,0.3809419920758904,38,2,16,4.0
18570,30391,9,0,30,17884,4,0.3809419920758904,38,2,16,4.0
18866,40706,1,1,0,148917,9,1.6329987605476106,28,4,5,3.0
18866,10749,4,1,0,148917,9,1.6329987605476106,28,4,5,3.0
18992,39877,3,1,0,165049,8,0.9601482055240044,21,0,15,3.0
18992,37646,4,1,0,165049,8,0.9601482055240044,21,0,15,3.0
19150,24852,1,1,0,12102,0,1.0273937637694592,37,1,7,6.0
19150,47626,2,1,15,12102,0,1.0273937637694592,37,1,7,6.0
19150,33198,9,1,0,12102,0,1.0273937637694592,37,1,7,6.0
19191,27966,1,1,0,192747,3,0.8367135037523422,80,1,8,4.0
19191,22935,3,1,0,192747,3,0.8367135037523422,80,1,8,4.0
19191,34126,4,0,50,192747,3,0.8367135037523422,80,1,8,4.0
19191,8174,6,1,0,192747,3,0.8367135037523422,80,1,8,4.0
19191,4920,7,1,15,192747,3,0.8367135037523422,80,1,8,4.0
19191,47766,11,1,0,192747,3,0.8367135037523422,80,1,8,4.0
19191,48679,14,1,15,192747,3,0.8367135037523422,80,1,8,4.0
19191,24852,15,1,15,192747,3,0.8367135037523422,80,1,8,4.0
19191,21903,16,1,0,192747,3,0.8367135037523422,80,1,8,4.0
19359,47209,1,1,0,168497,1,0.4466636224896228,92,0,16,1.0
19594,24852,2,1,15,17884,8,1.1754514033927108,17,2,9,4.0
19594,28204,6,1,0,17884,8,1.1754514033927108,17,2,9,4.0
19791,21616,1,0,30,84058,1,0.2741960811382861,12,2,22,2.0
19791,22935,6,0,0,84058,1,0.2741960811382861,12,2,22,2.0
19791,8518,7,0,15,84058,1,0.2741960811382861,12,2,22,2.0
19791,26604,8,0,0,84058,1,0.2741960811382861,12,2,22,2.0
20028,13176,1,1,0,157704,7,0.8713137618259844,83,4,12,3.0
20144,24852,2,1,0,183981,8,0.8962820208277726,30,4,14,2.0
20773,13176,6,1,0,31118,8,1.836715068953638,81,3,8,3.0
20773,39275,9,1,0,31118,8,1.836715068953638,81,3,8,3.0
20773,27966,11,1,0,31118,8,1.836715068953638,81,3,8,3.0
20773,24489,13,1,15,31118,8,1.836715068953638,81,3,8,3.0
20773,30489,18,1,0,31118,8,1.836715068953638,81,3,8,3.0
20773,46979,20,1,0,31118,8,1.836715068953638,81,3,8,3.0
20807,12341,4,1,0,196163,1,1.1714663625129569,80,3,6,5.0
20854,27966,7,0,15,106161,3,1.4412711573755024,28,1,20,1.0
20854,46979,12,1,0,106161,3,1.4412711573755024,28,1,20,1.0
20854,21938,14,1,0,106161,3,1.4412711573755024,28,1,20,1.0
20854,24184,15,1,30,106161,3,1.4412711573755024,28,1,20,1.0
20944,45007,1,1,0,148054,0,0.2120974739060267,86,1,11,2.0
20944,17794,2,1,0,148054,0,0.2120974739060267,86,1,11,2.0
20944,47626,4,1,0,148054,0,0.2120974739060267,86,1,11,2.0
20944,41950,8,1,15,148054,0,0.2120974739060267,86,1,11,2.0
22619,24852,1,1,0,183981,0,0.9548343750872352,18,2,11,2.0
22619,4920,5,1,0,183981,0,0.9548343750872352,18,2,11,2.0
22792,33731,5,1,0,54831,6,0.7691340122843835,45,2,11,4.0
22792,13176,6,1,15,54831,6,0.7691340122843835,45,2,11,4.0
22792,39928,9,1,0,54831,6,0.7691340122843835,45,2,11,4.0
22848,44359,1,1,0,1428,1,2.4614944179723173,75,1,13,1.0
22848,27845,3,1,0,1428,1,2.4614944179723173,75,1,13,1.0
22848,24964,6,1,30,1428,1,2.4614944179723173,75,1,13,1.0
22945,13176,1,1,0,138711,8,0.26867683023615346,37,3,15,2.0
23701,21137,1,1,0,10502,9,1.8047130377328888,16,2,18,3.0
23701,22035,2,1,0,10502,9,1.8047130377328888,16,2,18,3.0
23701,44359,8,1,0,10502,9,1.8047130377328888,16,2,18,3.0
23701,47209,12,1,0,10502,9,1.8047130377328888,16,2,18,3.0
23701,39275,13,1,0,10502,9,1.8047130377328888,16,2,18,3.0
23922,47209,6,1,30,17698,5,1.0772979811205834,25,3,13,2.0
23922,39928,9,1,50,17698,5,1.0772979811205834,25,3,13,2.0
24317,22935,5,1,0,36376,8,0.6503887284152773,21,0,22,0.0
24317,24964,6,1,0,36376,8,0.6503887284152773,21,0,22,0.0
24812,43961,5,1,15,75664,6,2.011419132036807,56,2,10,1.0
24812,21903,11,1,0,75664,6,2.011419132036807,56,2,10,1.0
24850,19678,1,1,15,81342,2,2.259494035402959,27,6,12,1.0
24850,28985,2,1,0,81342,2,2.259494035402959,27,6,12,1.0
24891,24852,2,1,15,44228,1,0.9526768863847273,18,3,8,2.0
24964,24852,6,0,0,158262,2,1.1601464088555276,78,3,8,2.0
25138,30489,4,1,30,141736,6,0.5737812882895443,40,1,9,5.0
25138,44632,6,1,0,141736,6,0.5737812882895443,40,1,9,5.0
25138,49235,8,1,0,141736,6,0.5737812882895443,40,1,9,5.0
25138,35951,9,1,0,141736,6,0.5737812882895443,40,1,9,5.0
25138,27845,10,1,0,141736,6,0.5737812882895443,40,1,9,5.0
25138,35221,13,1,0,141736,6,0.5737812882895443,40,1,9,5.0
25200,21137,2,1,0,143714,5,1.3112085680562882,21,5,21,0.0
25200,27845,3,1,15,143714,5,1.3112085680562882,21,5,21,0.0
25200,33754,4,0,0,143714,5,1.3112085680562882,21,5,21,0.0
25218,13176,1,1,0,117435,9,1.5929386982759492,92,2,5,1.0
25218,27966,4,1,0,117435,9,1.5929386982759492,92,2,5,1.0
25218,27344,7,1,0,117435,9,1.5929386982759492,92,2,5,1.0
25218,8277,8,1,15,117435,9,1.5929386982759492,92,2,5,1.0
25218,43961,9,1,0,117435,9,1.5929386982759492,92,2,5,1.0
25218,21137,10,1,15,117435,9,1.5929386982759492,92,2,5,1.0
25218,33731,20,1,0,117435,9,1.5929386982759492,92,2,5,1.0
25449,6184,3,1,15,98085,8,1.1231118858354066,80,3,11,2.0
25449,196,4,1,0,98085,8,1.1231118858354066,80,3,11,2.0
25583,24852,1,1,50,111923,0,1.6964747875098187,54,6,20,6.0
25583,22935,21,1,0,111923,0,1.6964747875098187,54,6,20,6.0
25609,1463,1,1,0,129662,0,2.1573560510814005,76,0,13,4.0
25723,44632,1,1,0,205972,7,0.15641145015117147,71,1,15,0.0
25723,35221,2,1,0,205972,7,0.15641145015117147,71,1,15,0.0
26210,8277,4,1,0,141290,9,2.508740904346379,57,4,12,2.0
26210,47209,9,1,0,141290,9,2.508740904346379,57,4,12,2.0
26210,16759,11,1,0,141290,9,2.508740904346379,57,4,12,2.0
26210,44359,12,0,0,141290,9,2.508740904346379,57,4,12,2.0
26210,22935,14,1,15,141290,9,2.508740904346379,57,4,12,2.0
26926,19057,1,1,0,88698,6,1.4195454526103055,96,4,9,3.0
26926,29447,6,1,0,88698,6,1.4195454526103055,96,4,9,3.0
26926,49235,7,1,0,88698,6,1.4195454526103055,96,4,9,3.0
26926,13176,8,1,15,88698,6,1.4195454526103055,96,4,9,3.0
26926,27966,16,1,0,88698,6,1.4195454526103055,96,4,9,3.0
26926,48679,20,1,30,88698,6,1.4195454526103055,96,4,9,3.0
26926,30391,39,1,0,88698,6,1.4195454526103055,96,4,9,3.0
26926,21137,40,1,0,88698,6,1.4195454526103055,96,4,9,3.0
27433,27966,11,0,30,14798,2,0.7778167490077272,68,3,15,4.0
27620,13176,1,1,15,65820,0,0.7334055397805164,13,2,14,2.0
27620,27521,2,1,0,65820,0,0.7334055397805164,13,2,14,2.0
27620,27966,3,1,15,65820,0,0.7334055397805164,13,2,14,2.0
27620,5785,5,1,0,65820,0,0.7334055397805164,13,2,14,2.0
27620,26604,6,1,15,65820,0,0.7334055397805164,13,2,14,2.0
27732,22035,9,1,0,172294,5,1.4103140444089934,57,4,9,2.0
27732,1463,27,1,0,172294,5,1.4103140444089934,57,4,9,2.0
27909,23909,11,1,0,161200,9,0.9919293427694909,36,2,16,2.0
28103,12341,2,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28103,42265,3,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28103,49235,7,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28103,21903,8,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28103,43352,9,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28103,9076,10,1,0,197343,6,1.8497798348492949,96,1,16,3.0
28647,26604,1,0,0,137629,9,1.9194682342643343,7,1,17,5.0
28647,39275,2,1,0,137629,9,1.9194682342643343,7,1,17,5.0
28647,39877,9,1,0,137629,9,1.9194682342643343,7,1,17,5.0
28647,45066,10,0,50,137629,9,1.9194682342643343,7,1,17,5.0
